ID,orderNumber,description,status,orderType,plantCode,plantName,location,equipmentNumber,equipmentDescription,scheduledStart,scheduledEnd,workCenter,planner,equipmentCriticality,safetyRisk,productionImpact,priority,priorityScore,estimatedDowntimeHrs,downtimeCostPerHour,currency,failureRiskScore
1c393d3c-e3ea-4289-b5f2-3eff0d46a881,ORD-3071,"Conveyor Motor - Low criticality / Medium safety / Low production impact (case 72)",Completed,Predictive,P400,Riyadh Plant,Line 1,EQ-1071,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T14:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,Low,Medium,Low,Medium,9,8.00,3050.00,SAR,81
e6f5535c-027e-42aa-aeb9-81d97e894a52,ORD-3072,"Backup Generator - High criticality / Low safety / High production impact (case 73)",Open,Corrective,P100,Jubail Plant,Line 2,EQ-1072,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T10:00:00.000Z,WC-MECH,Mohammed Al-Harbi,High,Low,High,Medium,12,1.00,3300.00,SAR,82
6cbdf830-d06f-4877-80fc-d3042e330380,ORD-3073,"Packaging Machine - High criticality / Low safety / Medium production impact (case 74)",InProcess,Preventive,P200,Yanbu Plant,Boiler Room,EQ-1073,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T12:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,High,Low,Medium,Medium,11,2.00,3550.00,SAR,83
3ce1568c-7212-458b-a205-974786f76143,ORD-3074,"Pressure Sensor - High criticality / Low safety / Low production impact (case 75)",Planned,Predictive,P300,Dammam Plant,Utility Yard,EQ-1074,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T14:00:00.000Z,WC-INST,Khalid Al-Dosari,High,Low,Low,Medium,10,3.00,3800.00,SAR,84
3a292016-7f44-4c21-ad4e-e7b096428f74,ORD-3075,"Pump Station Motor - Medium criticality / Low safety / High production impact (case 76)",Completed,Corrective,P400,Riyadh Plant,Packaging Hall,EQ-1075,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T16:00:00.000Z,WC-CIVIL,Noura Al-Shehri,Medium,Low,High,Medium,10,4.00,4050.00,SAR,85
2451af94-119e-4873-a5fa-9d54c9532b5e,ORD-3076,"Cooling Tower Fan - Medium criticality / Low safety / Medium production impact (case 77)",Open,Preventive,P100,Jubail Plant,Tank Farm,EQ-1076,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T18:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Medium,Low,Medium,Medium,9,5.00,4300.00,SAR,86
3198aabd-b798-45d7-90b8-b4e3cb04aa9c,ORD-3077,"Valve Actuator - Medium criticality / Low safety / Low production impact (case 78)",InProcess,Predictive,P200,Yanbu Plant,Control Room,EQ-1077,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T20:00:00.000Z,WC-ELEC,Huda Al-Malki,Medium,Low,Low,Low,8,6.00,4550.00,SAR,87
37aa267c-1c4f-41bd-b049-4e9948547779,ORD-3078,"Control Panel - Low criticality / Low safety / High production impact (case 79)",Planned,Corrective,P300,Dammam Plant,Pump Station,EQ-1078,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T16:00:00.000Z,WC-INST,Abdullah Al-Amri,Low,Low,High,Low,8,7.00,4800.00,SAR,88
3c93837d-16fb-4e0e-8ddb-99bce7abf935,ORD-3079,"Heat Exchanger - Low criticality / Low safety / Medium production impact (case 80)",Completed,Preventive,P400,Riyadh Plant,Cooling Tower,EQ-1079,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T18:00:00.000Z,WC-CIVIL,Reem Al-Subaie,Low,Low,Medium,Low,7,8.00,5050.00,SAR,89
cb7b3330-c3b4-4c05-bf98-51e85f0eb55c,ORD-3080,"Compressor Unit - Low criticality / Low safety / Low production impact (case 81)",Open,Predictive,P100,Jubail Plant,Compressor House,EQ-1080,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T10:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,Low,Low,Low,Low,6,1.00,300.00,SAR,90
9183467b-eba5-4115-9c76-7fd3ae17aa4a,ORD-3081,"Conveyor Motor - High criticality / High safety / High production impact (case 82)",InProcess,Corrective,P200,Yanbu Plant,Line 1,EQ-1081,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T12:00:00.000Z,WC-ELEC,Sara Al-Qahtani,High,High,High,Urgent,100,2.00,550.00,SAR,91
1518eb1c-20b0-4461-a3ac-ee3cfd20cb4e,ORD-3082,"Backup Generator - High criticality / High safety / Medium production impact (case 83)",Planned,Preventive,P300,Dammam Plant,Line 2,EQ-1082,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T14:00:00.000Z,WC-INST,Mohammed Al-Harbi,High,High,Medium,Urgent,100,3.00,800.00,SAR,92
5b2f2964-2153-49ab-ac54-8574b2209b6e,ORD-3083,"Packaging Machine - High criticality / High safety / Low production impact (case 84)",Completed,Predictive,P400,Riyadh Plant,Boiler Room,EQ-1083,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T16:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,High,High,Low,Urgent,100,4.00,1050.00,SAR,93
3e7f383a-c757-4b99-b2c6-a4b92f64be29,ORD-3084,"Pressure Sensor - Medium criticality / High safety / High production impact (case 85)",Open,Corrective,P100,Jubail Plant,Utility Yard,EQ-1084,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T12:00:00.000Z,WC-MECH,Khalid Al-Dosari,Medium,High,High,Urgent,100,5.00,1300.00,SAR,94
31231360-1914-4195-be46-dc3ebcd1bd67,ORD-3085,"Pump Station Motor - Medium criticality / High safety / Medium production impact (case 86)",InProcess,Preventive,P200,Yanbu Plant,Packaging Hall,EQ-1085,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T14:00:00.000Z,WC-ELEC,Noura Al-Shehri,Medium,High,Medium,Urgent,100,6.00,1550.00,SAR,95
452601a3-47e5-4993-a43f-c5e82086a2a8,ORD-3086,"Cooling Tower Fan - Medium criticality / High safety / Low production impact (case 87)",Planned,Predictive,P300,Dammam Plant,Tank Farm,EQ-1086,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T16:00:00.000Z,WC-INST,Faisal Al-Ghamdi,Medium,High,Low,Urgent,100,7.00,1800.00,SAR,96
6ef50018-4d08-4b09-972e-8c4024ad376c,ORD-3087,"Valve Actuator - Low criticality / High safety / High production impact (case 88)",Completed,Corrective,P400,Riyadh Plant,Control Room,EQ-1087,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T18:00:00.000Z,WC-CIVIL,Huda Al-Malki,Low,High,High,Urgent,100,8.00,2050.00,SAR,97
fce86707-1eed-4ff7-b64a-8d9fad9c005e,ORD-3088,"Control Panel - Low criticality / High safety / Medium production impact (case 89)",Open,Preventive,P100,Jubail Plant,Pump Station,EQ-1088,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T20:00:00.000Z,WC-MECH,Abdullah Al-Amri,Low,High,Medium,Urgent,100,1.00,2300.00,SAR,98
88a0bd54-7329-4fdd-ac52-a706772f3606,ORD-3089,"Heat Exchanger - Low criticality / High safety / Low production impact (case 90)",InProcess,Predictive,P200,Yanbu Plant,Cooling Tower,EQ-1089,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T22:00:00.000Z,WC-ELEC,Reem Al-Subaie,Low,High,Low,Urgent,100,2.00,2550.00,SAR,99
2d7c65bf-56a7-4a74-aa59-5e7be1191975,ORD-3090,"Compressor Unit - High criticality / Medium safety / High production impact (case 91)",Planned,Corrective,P300,Dammam Plant,Compressor House,EQ-1090,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T08:00:00.000Z,WC-INST,Ahmed Al-Otaibi,High,Medium,High,High,15,3.00,2800.00,SAR,10
7af0aa68-d0d5-4531-8817-f3c12fb0adba,ORD-3091,"Conveyor Motor - High criticality / Medium safety / Medium production impact (case 92)",Completed,Preventive,P400,Riyadh Plant,Line 1,EQ-1091,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T10:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,High,Medium,Medium,High,14,4.00,3050.00,SAR,11
b33d7e80-1ef8-43dd-893e-d902fc6ffd54,ORD-3092,"Backup Generator - High criticality / Medium safety / Low production impact (case 93)",Open,Predictive,P100,Jubail Plant,Line 2,EQ-1092,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T12:00:00.000Z,WC-MECH,Mohammed Al-Harbi,High,Medium,Low,High,13,5.00,3300.00,SAR,12
c8f7bb2d-63a0-4861-8d96-f870fd2fd7a8,ORD-3093,"Packaging Machine - Medium criticality / Medium safety / High production impact (case 94)",InProcess,Corrective,P200,Yanbu Plant,Boiler Room,EQ-1093,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T14:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,Medium,Medium,High,High,13,6.00,3550.00,SAR,13
8ea33dee-fcd7-4a5b-8654-9f69fa270c47,ORD-3094,"Pressure Sensor - Medium criticality / Medium safety / Medium production impact (case 95)",Planned,Preventive,P300,Dammam Plant,Utility Yard,EQ-1094,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T16:00:00.000Z,WC-INST,Khalid Al-Dosari,Medium,Medium,Medium,Medium,12,7.00,3800.00,SAR,14
750788e4-b6a9-40c8-8883-a67fb15ff0ce,ORD-3095,"Pump Station Motor - Medium criticality / Medium safety / Low production impact (case 96)",Completed,Predictive,P400,Riyadh Plant,Packaging Hall,EQ-1095,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T18:00:00.000Z,WC-CIVIL,Noura Al-Shehri,Medium,Medium,Low,Medium,11,8.00,4050.00,SAR,15
3bf502fc-914d-4752-81af-f35d2c2c62a1,ORD-3096,"Cooling Tower Fan - Low criticality / Medium safety / High production impact (case 97)",Open,Corrective,P100,Jubail Plant,Tank Farm,EQ-1096,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T14:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Low,Medium,High,Medium,11,1.00,4300.00,SAR,16
979eeef2-c8b5-4093-9ea6-8c1e735aa2d9,ORD-3097,"Valve Actuator - Low criticality / Medium safety / Medium production impact (case 98)",InProcess,Preventive,P200,Yanbu Plant,Control Room,EQ-1097,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T16:00:00.000Z,WC-ELEC,Huda Al-Malki,Low,Medium,Medium,Medium,10,2.00,4550.00,SAR,17
1958cca8-a2d9-4d22-9959-b5eb80785670,ORD-3098,"Control Panel - Low criticality / Medium safety / Low production impact (case 99)",Planned,Predictive,P300,Dammam Plant,Pump Station,EQ-1098,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T18:00:00.000Z,WC-INST,Abdullah Al-Amri,Low,Medium,Low,Medium,9,3.00,4800.00,SAR,18
38657f0b-97df-4c10-a957-049b34e57ad9,ORD-3099,"Heat Exchanger - High criticality / Low safety / High production impact (case 100)",Completed,Corrective,P400,Riyadh Plant,Cooling Tower,EQ-1099,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T20:00:00.000Z,WC-CIVIL,Reem Al-Subaie,High,Low,High,Medium,12,4.00,5050.00,SAR,19
5e4261c2-654e-4b01-b65a-ff2db6c8af64,ORD-3100,"Compressor Unit - High criticality / Low safety / Medium production impact (case 101)",Open,Preventive,P100,Jubail Plant,Compressor House,EQ-1100,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T12:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,High,Low,Medium,Medium,11,5.00,300.00,SAR,20
cbdf3324-4048-4926-92a1-8cc69429bf02,ORD-3101,"Conveyor Motor - High criticality / Low safety / Low production impact (case 102)",InProcess,Predictive,P200,Yanbu Plant,Line 1,EQ-1101,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T14:00:00.000Z,WC-ELEC,Sara Al-Qahtani,High,Low,Low,Medium,10,6.00,550.00,SAR,21
3aa2467d-fabd-4abb-abc0-4f73419acff9,ORD-3102,"Backup Generator - Medium criticality / Low safety / High production impact (case 103)",Planned,Corrective,P300,Dammam Plant,Line 2,EQ-1102,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T10:00:00.000Z,WC-INST,Mohammed Al-Harbi,Medium,Low,High,Medium,10,7.00,800.00,SAR,22
27be758c-ff9d-4433-96f9-7b0055b7cd81,ORD-3103,"Packaging Machine - Medium criticality / Low safety / Medium production impact (case 104)",Completed,Preventive,P400,Riyadh Plant,Boiler Room,EQ-1103,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T12:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,Medium,Low,Medium,Medium,9,8.00,1050.00,SAR,23
beeb4b03-7df3-48db-b58d-efccb4781e0f,ORD-3104,"Pressure Sensor - Medium criticality / Low safety / Low production impact (case 105)",Open,Predictive,P100,Jubail Plant,Utility Yard,EQ-1104,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T14:00:00.000Z,WC-MECH,Khalid Al-Dosari,Medium,Low,Low,Low,8,1.00,1300.00,SAR,24
caa00ea7-3d64-4239-a7ec-03ce341d69be,ORD-3105,"Pump Station Motor - Low criticality / Low safety / High production impact (case 106)",InProcess,Corrective,P200,Yanbu Plant,Packaging Hall,EQ-1105,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T16:00:00.000Z,WC-ELEC,Noura Al-Shehri,Low,Low,High,Low,8,2.00,1550.00,SAR,25
b09e92a5-5b7c-466f-a08f-e12ee00def36,ORD-3106,"Cooling Tower Fan - Low criticality / Low safety / Medium production impact (case 107)",Planned,Preventive,P300,Dammam Plant,Tank Farm,EQ-1106,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T18:00:00.000Z,WC-INST,Faisal Al-Ghamdi,Low,Low,Medium,Low,7,3.00,1800.00,SAR,26
5000e2f8-8556-4c9b-825d-9f73f7244075,ORD-3107,"Valve Actuator - Low criticality / Low safety / Low production impact (case 108)",Completed,Predictive,P400,Riyadh Plant,Control Room,EQ-1107,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T20:00:00.000Z,WC-CIVIL,Huda Al-Malki,Low,Low,Low,Low,6,4.00,2050.00,SAR,27
db9c968b-1592-4f7f-9407-2c4e49655d8f,ORD-3108,"Control Panel - High criticality / High safety / High production impact (case 109)",Open,Corrective,P100,Jubail Plant,Pump Station,EQ-1108,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T16:00:00.000Z,WC-MECH,Abdullah Al-Amri,High,High,High,Urgent,100,5.00,2300.00,SAR,28
f320796a-c78a-48ca-969b-21f4b007e663,ORD-3109,"Heat Exchanger - High criticality / High safety / Medium production impact (case 110)",InProcess,Preventive,P200,Yanbu Plant,Cooling Tower,EQ-1109,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T18:00:00.000Z,WC-ELEC,Reem Al-Subaie,High,High,Medium,Urgent,100,6.00,2550.00,SAR,29
be9f68db-f28b-417b-b320-107c0d0a3a1d,ORD-3110,"Compressor Unit - High criticality / High safety / Low production impact (case 111)",Planned,Predictive,P300,Dammam Plant,Compressor House,EQ-1110,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T10:00:00.000Z,WC-INST,Ahmed Al-Otaibi,High,High,Low,Urgent,100,7.00,2800.00,SAR,30
4ccfaeb6-2a5c-4407-877a-ca7dac9b9192,ORD-3111,"Conveyor Motor - Medium criticality / High safety / High production impact (case 112)",Completed,Corrective,P400,Riyadh Plant,Line 1,EQ-1111,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T12:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,Medium,High,High,Urgent,100,8.00,3050.00,SAR,31
47110e3d-2b7b-4425-9222-5ddc7a0db404,ORD-3112,"Backup Generator - Medium criticality / High safety / Medium production impact (case 113)",Open,Preventive,P100,Jubail Plant,Line 2,EQ-1112,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T14:00:00.000Z,WC-MECH,Mohammed Al-Harbi,Medium,High,Medium,Urgent,100,1.00,3300.00,SAR,32
5d5e520c-c1ab-49bc-926c-6d6b90561f76,ORD-3113,"Packaging Machine - Medium criticality / High safety / Low production impact (case 114)",InProcess,Predictive,P200,Yanbu Plant,Boiler Room,EQ-1113,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T16:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,Medium,High,Low,Urgent,100,2.00,3550.00,SAR,33
5c1e97f2-ca7e-4718-901c-1c66486c1179,ORD-3114,"Pressure Sensor - Low criticality / High safety / High production impact (case 115)",Planned,Corrective,P300,Dammam Plant,Utility Yard,EQ-1114,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T12:00:00.000Z,WC-INST,Khalid Al-Dosari,Low,High,High,Urgent,100,3.00,3800.00,SAR,34
9c80d6ed-d64d-47b6-8c6e-652320822bb9,ORD-3115,"Pump Station Motor - Low criticality / High safety / Medium production impact (case 116)",Completed,Preventive,P400,Riyadh Plant,Packaging Hall,EQ-1115,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T14:00:00.000Z,WC-CIVIL,Noura Al-Shehri,Low,High,Medium,Urgent,100,4.00,4050.00,SAR,35
511f7e7a-b261-4ce4-92d1-695f252dc036,ORD-3116,"Cooling Tower Fan - Low criticality / High safety / Low production impact (case 117)",Open,Predictive,P100,Jubail Plant,Tank Farm,EQ-1116,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T16:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,Low,High,Low,Urgent,100,5.00,4300.00,SAR,36
7626bea9-91dc-400c-a922-9c54002587b9,ORD-3117,"Valve Actuator - High criticality / Medium safety / High production impact (case 118)",InProcess,Corrective,P200,Yanbu Plant,Control Room,EQ-1117,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T18:00:00.000Z,WC-ELEC,Huda Al-Malki,High,Medium,High,High,15,6.00,4550.00,SAR,37
e42078ed-e26b-4224-8050-c2c08d6c9f8d,ORD-3118,"Control Panel - High criticality / Medium safety / Medium production impact (case 119)",Planned,Preventive,P300,Dammam Plant,Pump Station,EQ-1118,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T20:00:00.000Z,WC-INST,Abdullah Al-Amri,High,Medium,Medium,High,14,7.00,4800.00,SAR,38
c42652ff-5e6c-455b-a1c5-c1926c7e221a,ORD-3119,"Heat Exchanger - High criticality / Medium safety / Low production impact (case 120)",Completed,Predictive,P400,Riyadh Plant,Cooling Tower,EQ-1119,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T22:00:00.000Z,WC-CIVIL,Reem Al-Subaie,High,Medium,Low,High,13,8.00,5050.00,SAR,39
bb9c4a0c-de7e-44c9-9ad1-40f33306568d,ORD-3120,"Compressor Unit - Medium criticality / Medium safety / High production impact (case 121)",Open,Corrective,P100,Jubail Plant,Compressor House,EQ-1120,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T08:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,Medium,Medium,High,High,13,1.00,300.00,SAR,40
c6a267a4-2c31-4505-a26a-f2a0f9977468,ORD-3121,"Conveyor Motor - Medium criticality / Medium safety / Medium production impact (case 122)",InProcess,Preventive,P200,Yanbu Plant,Line 1,EQ-1121,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T10:00:00.000Z,WC-ELEC,Sara Al-Qahtani,Medium,Medium,Medium,Medium,12,2.00,550.00,SAR,41
44d60b3a-96e2-40c2-8542-67a5f87b4cc7,ORD-3122,"Backup Generator - Medium criticality / Medium safety / Low production impact (case 123)",Planned,Predictive,P300,Dammam Plant,Line 2,EQ-1122,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T12:00:00.000Z,WC-INST,Mohammed Al-Harbi,Medium,Medium,Low,Medium,11,3.00,800.00,SAR,42
a13c0f0a-2f79-47dd-8867-271f60ed33e4,ORD-3123,"Packaging Machine - Low criticality / Medium safety / High production impact (case 124)",Completed,Corrective,P400,Riyadh Plant,Boiler Room,EQ-1123,Packaging Machine,2026-08-16T09:00:00.000Z,2026-08-16T14:00:00.000Z,WC-CIVIL,Fatimah Al-Zahrani,Low,Medium,High,Medium,11,4.00,1050.00,SAR,43
69c78183-24be-4865-bd32-bacf53ff1cce,ORD-3124,"Pressure Sensor - Low criticality / Medium safety / Medium production impact (case 125)",Open,Preventive,P100,Jubail Plant,Utility Yard,EQ-1124,Pressure Sensor,2026-08-17T10:00:00.000Z,2026-08-17T16:00:00.000Z,WC-MECH,Khalid Al-Dosari,Low,Medium,Medium,Medium,10,5.00,1300.00,SAR,44
031f4a71-a2c0-4987-88f5-e43e275de3a4,ORD-3125,"Pump Station Motor - Low criticality / Medium safety / Low production impact (case 126)",InProcess,Predictive,P200,Yanbu Plant,Packaging Hall,EQ-1125,Pump Station Motor,2026-08-18T11:00:00.000Z,2026-08-18T18:00:00.000Z,WC-ELEC,Noura Al-Shehri,Low,Medium,Low,Medium,9,6.00,1550.00,SAR,45
7fcd1171-9b4f-464f-9c37-d262af3aa954,ORD-3126,"Cooling Tower Fan - High criticality / Low safety / High production impact (case 127)",Planned,Corrective,P300,Dammam Plant,Tank Farm,EQ-1126,Cooling Tower Fan,2026-08-19T12:00:00.000Z,2026-08-19T14:00:00.000Z,WC-INST,Faisal Al-Ghamdi,High,Low,High,Medium,12,7.00,1800.00,SAR,46
81b16ea4-3ebc-4d83-b4d2-07ab2460c23b,ORD-3127,"Valve Actuator - High criticality / Low safety / Medium production impact (case 128)",Completed,Preventive,P400,Riyadh Plant,Control Room,EQ-1127,Valve Actuator,2026-08-20T13:00:00.000Z,2026-08-20T16:00:00.000Z,WC-CIVIL,Huda Al-Malki,High,Low,Medium,Medium,11,8.00,2050.00,SAR,47
e7f01b3f-4526-44ce-839c-b61e74ceb128,ORD-3128,"Control Panel - High criticality / Low safety / Low production impact (case 129)",Open,Predictive,P100,Jubail Plant,Pump Station,EQ-1128,Control Panel,2026-08-21T14:00:00.000Z,2026-08-21T18:00:00.000Z,WC-MECH,Abdullah Al-Amri,High,Low,Low,Medium,10,1.00,2300.00,SAR,48
6c0b591b-eedd-485f-9e36-aceaf59a62c8,ORD-3129,"Heat Exchanger - Medium criticality / Low safety / High production impact (case 130)",InProcess,Corrective,P200,Yanbu Plant,Cooling Tower,EQ-1129,Heat Exchanger,2026-08-22T15:00:00.000Z,2026-08-22T20:00:00.000Z,WC-ELEC,Reem Al-Subaie,Medium,Low,High,Medium,10,2.00,2550.00,SAR,49
101bc7c7-d9ea-4b7e-8c76-1698883f692c,ORD-3130,"Compressor Unit - Medium criticality / Low safety / Medium production impact (case 131)",Planned,Preventive,P300,Dammam Plant,Compressor House,EQ-1130,Compressor Unit,2026-08-23T06:00:00.000Z,2026-08-23T12:00:00.000Z,WC-INST,Ahmed Al-Otaibi,Medium,Low,Medium,Medium,9,3.00,2800.00,SAR,50
e57d80ed-67ee-48a2-a625-eb49bf4a5dbb,ORD-3131,"Conveyor Motor - Medium criticality / Low safety / Low production impact (case 132)",Completed,Predictive,P400,Riyadh Plant,Line 1,EQ-1131,Conveyor Motor,2026-08-24T07:00:00.000Z,2026-08-24T14:00:00.000Z,WC-CIVIL,Sara Al-Qahtani,Medium,Low,Low,Low,8,4.00,3050.00,SAR,51
57bde6b0-7fb2-42b1-857b-b1b5fda16c1b,ORD-3132,"Backup Generator - Low criticality / Low safety / High production impact (case 133)",Open,Corrective,P100,Jubail Plant,Line 2,EQ-1132,Backup Generator,2026-08-25T08:00:00.000Z,2026-08-25T10:00:00.000Z,WC-MECH,Mohammed Al-Harbi,Low,Low,High,Low,8,5.00,3300.00,SAR,52
03432ba0-60b3-4c59-97cb-8b51e3818b4d,ORD-3133,"Packaging Machine - Low criticality / Low safety / Medium production impact (case 134)",InProcess,Preventive,P200,Yanbu Plant,Boiler Room,EQ-1133,Packaging Machine,2026-08-26T09:00:00.000Z,2026-08-26T12:00:00.000Z,WC-ELEC,Fatimah Al-Zahrani,Low,Low,Medium,Low,7,6.00,3550.00,SAR,53
bc5a610a-1ec4-49dd-90c3-198392a3ab16,ORD-3134,"Pressure Sensor - Low criticality / Low safety / Low production impact (case 135)",Planned,Predictive,P300,Dammam Plant,Utility Yard,EQ-1134,Pressure Sensor,2026-08-27T10:00:00.000Z,2026-08-27T14:00:00.000Z,WC-INST,Khalid Al-Dosari,Low,Low,Low,Low,6,7.00,3800.00,SAR,54
ac5ae08e-f7d9-425c-a3bc-d01887df96da,ORD-3135,"Pump Station Motor - High criticality / High safety / High production impact (case 136)",Completed,Corrective,P400,Riyadh Plant,Packaging Hall,EQ-1135,Pump Station Motor,2026-08-28T11:00:00.000Z,2026-08-28T16:00:00.000Z,WC-CIVIL,Noura Al-Shehri,High,High,High,Urgent,100,8.00,4050.00,SAR,55
abfeda6d-8e0b-4679-b07d-1f2903af5e3b,ORD-3136,"Cooling Tower Fan - High criticality / High safety / Medium production impact (case 137)",Open,Preventive,P100,Jubail Plant,Tank Farm,EQ-1136,Cooling Tower Fan,2026-08-29T12:00:00.000Z,2026-08-29T18:00:00.000Z,WC-MECH,Faisal Al-Ghamdi,High,High,Medium,Urgent,100,1.00,4300.00,SAR,56
108665fd-7751-43fb-995b-71e2195b3501,ORD-3137,"Valve Actuator - High criticality / High safety / Low production impact (case 138)",InProcess,Predictive,P200,Yanbu Plant,Control Room,EQ-1137,Valve Actuator,2026-08-30T13:00:00.000Z,2026-08-30T20:00:00.000Z,WC-ELEC,Huda Al-Malki,High,High,Low,Urgent,100,2.00,4550.00,SAR,57
67639bd3-6fc1-48c7-bc16-bf3e792597cc,ORD-3138,"Control Panel - Medium criticality / High safety / High production impact (case 139)",Planned,Corrective,P300,Dammam Plant,Pump Station,EQ-1138,Control Panel,2026-08-31T14:00:00.000Z,2026-08-31T16:00:00.000Z,WC-INST,Abdullah Al-Amri,Medium,High,High,Urgent,100,3.00,4800.00,SAR,58
10ff6ac0-78f7-42a8-bec8-2be4b622515a,ORD-3139,"Heat Exchanger - Medium criticality / High safety / Medium production impact (case 140)",Completed,Preventive,P400,Riyadh Plant,Cooling Tower,EQ-1139,Heat Exchanger,2026-09-01T15:00:00.000Z,2026-09-01T18:00:00.000Z,WC-CIVIL,Reem Al-Subaie,Medium,High,Medium,Urgent,100,4.00,5050.00,SAR,59
9a8763db-d684-46f1-8da4-c912254ce08e,ORD-3140,"Compressor Unit - Medium criticality / High safety / Low production impact (case 141)",Open,Predictive,P100,Jubail Plant,Compressor House,EQ-1140,Compressor Unit,2026-08-13T06:00:00.000Z,2026-08-13T10:00:00.000Z,WC-MECH,Ahmed Al-Otaibi,Medium,High,Low,Urgent,100,5.00,300.00,SAR,60
452b6a96-2b76-4bd9-9f8a-a307881253a0,ORD-3141,"Conveyor Motor - Low criticality / High safety / High production impact (case 142)",InProcess,Corrective,P200,Yanbu Plant,Line 1,EQ-1141,Conveyor Motor,2026-08-14T07:00:00.000Z,2026-08-14T12:00:00.000Z,WC-ELEC,Sara Al-Qahtani,Low,High,High,Urgent,100,6.00,550.00,SAR,61
2ab1bf73-3d69-4297-91cb-53a27454ab57,ORD-3142,"Backup Generator - Low criticality / High safety / Medium production impact (case 143)",Planned,Preventive,P300,Dammam Plant,Line 2,EQ-1142,Backup Generator,2026-08-15T08:00:00.000Z,2026-08-15T14:00:00.000Z,WC-INST,Mohammed Al-Harbi,Low,High,Medium,Urgent,100,7.00,800.00,SAR,62
